file,total_frames,unique_cells,avg_bubbles_per_cell,avg_cell_size,bubble_area_method_pixel_count_rows,bubble_area_method_sigma_circle_rows
Group 1_wellA1_RI_MIP_stitched.tiff,30,841,15.540524609490127,13290.796050692603,3393,0
